Date,Adj Close,Close,High,Low,Open,Volume,adj_return,adj_log_return
2010-01-04,85.02792358398438,113.33000183105469,113.38999938964844,111.51000213623047,112.37000274658203,118944600,,
2010-01-05,85.25303649902344,113.62999725341797,113.68000030517578,112.8499984741211,113.26000213623047,111579900,0.0026475174924942557,0.0026440189915923895
2010-01-06,85.31305694580078,113.70999908447266,113.98999786376953,113.43000030517578,113.5199966430664,116074400,0.0007040270850415808,0.0007037793742297183
2010-01-07,85.6731948852539,114.19000244140625,114.33000183105469,113.18000030517578,113.5,131091100,0.004221369534113784,0.004212484549501738
2010-01-08,85.95828247070312,114.56999969482422,114.62000274658203,113.66000366210938,113.88999938964844,126402800,0.0033276170665872407,0.00332209280061857
2010-01-11,86.0783462524414,114.7300033569336,115.12999725341797,114.23999786376953,115.08000183105469,106375700,0.0013967680401152371,0.0013957934670321137
2010-01-12,85.27555847167969,113.66000366210938,114.20999908447266,113.22000122070312,113.97000122070312,163333500,-0.009326245399828959,-0.009370007127386337
2010-01-13,85.99580383300781,114.62000274658203,114.94000244140625,113.37000274658203,113.94999694824219,161822000,0.008446093748741834,0.008410625073501876
2010-01-14,86.22838592529297,114.93000030517578,115.13999938964844,114.41999816894531,114.48999786376953,115718800,0.002704574896896128,0.002700924115269565
2010-01-15,85.26052856445312,113.63999938964844,114.83999633789062,113.19999694824219,114.7300033569336,212283100,-0.011224347417083558,-0.01128781577875504
2010-01-19,86.325927734375,115.05999755859375,115.12999725341797,113.58999633789062,113.62000274658203,139172700,0.01249580770680403,0.012418379453495554
2010-01-20,85.4481201171875,113.88999938964844,114.44999694824219,112.9800033569336,114.27999877929688,216490200,-0.010168528045114256,-0.010220580692932302
2010-01-21,83.80501556396484,111.69999694824219,114.2699966430664,111.55999755859375,113.91999816894531,344859600,-0.019229265090551118,-0.01941655222511418
2010-01-22,81.93685913085938,109.20999908447266,111.73999786376953,109.08999633789062,111.19999694824219,345942400,-0.022291702000575175,-0.022543917241083733
2010-01-25,82.35699462890625,109.7699966430664,110.41000366210938,109.41000366210938,110.20999908447266,186937500,0.005127551904032357,0.005114450775162815
2010-01-26,82.01187896728516,109.30999755859375,110.47000122070312,109.04000091552734,109.33999633789062,211168800,-0.004190483919139565,-0.004199288602743323
2010-01-27,82.40201568603516,109.83000183105469,110.08000183105469,108.33000183105469,109.16999816894531,271863600,0.0047570757268666775,0.004745796598432328
2010-01-28,81.45671081542969,108.56999969482422,110.25,107.91000366210938,110.19000244140625,316104000,-0.01147186586074822,-0.01153817533060586
2010-01-29,80.57137298583984,107.38999938964844,109.80000305175781,107.22000122070312,109.04000091552734,310677600,-0.010868813885646644,-0.010928310944341213
2010-02-01,81.82429504394531,109.05999755859375,109.06999969482422,107.5,108.1500015258789,187865000,0.015550461803917282,0.01543079238807632
2010-02-02,82.81464385986328,110.37999725341797,110.58999633789062,108.87999725341797,109.26000213623047,216327900,0.012103358976525147,0.01203069902602838
2010-02-03,82.40201568603516,109.83000183105469,110.4800033569336,109.51000213623047,109.87999725341797,172730700,-0.004982550846035938,-0.004995005139157627
2010-02-04,79.85858917236328,106.44000244140625,109.02999877929688,106.41999816894531,108.9800033569336,356715700,-0.030866071569932707,-0.03135246360778687
2010-02-05,80.0236587524414,106.66000366210938,106.87999725341797,104.58000183105469,106.55999755859375,493585800,0.0020670234947657296,0.0020648901409909826
2010-02-08,79.44593048095703,105.88999938964844,107.33000183105469,105.80999755859375,106.73999786376953,224166900,-0.007219468348374503,-0.007245654821050884
2010-02-09,80.44383239746094,107.22000122070312,108.1500015258789,106.2699966430664,107.12999725341797,337820500,0.012560768191180127,0.01248253616414896
2010-02-10,80.2862777709961,107.01000213623047,107.5999984741211,106.11000061035156,107.05000305175781,240511500,-0.001958566887842794,-0.0019604873879988105
2010-02-11,81.12657165527344,108.12999725341797,108.25,106.25,106.87000274658203,223591600,0.010466220475112253,0.010411828777422194
